onset	duration	trial_type	clip_id	mem_type
10	16	adapt_clip	-1	adapt_clip
34	8	clip	56	F
50	12	clip	95	R
78	12	clip	70	F
98	12	clip	87	R
120	8	clip	61	F
138	16	clip	99	R
162	8	clip	59	F
178	8	clip	35	F
200	12	clip	30	F
220	8	clip	125	mono
238	12	clip	66	F
260	8	clip	58	F
276	12	clip	80	R
296	8	clip	50	F
320	12	clip	1	R
344	12	clip	39	F
370	12	clip	33	R
396	16	clip	100	R
420	12	clip	40	F
448	8	clip	5	F
464	16	clip	105	F
492	48	Go_NoGo	-1	Go_NoGo
550	16	clip	102	R
576	12	clip	20	F
596	8	clip	19	F
616	8	clip	49	F
638	8	clip	121	mono
654	8	clip	119	mono
676	8	clip	64	F
694	12	clip	13	F
714	8	clip	118	mono
738	8	clip	124	mono
754	12	clip	47	F
776	12	clip	41	F
798	12	clip	68	F
818	12	clip	38	F
838	8	clip	14	F
854	12	clip	24	F
874	16	clip	98	F
904	12	clip	78	F
926	12	clip	94	F
948	8	clip	22	F
972	12	clip	82	F
992	48	Go_NoGo	-1	Go_NoGo
1050	12	clip	89	F
1074	12	clip	37	F
1098	16	clip	101	F
1124	12	clip	93	F
1152	8	clip	128	mono
1168	12	clip	85	R
1194	8	clip	11	F
1212	12	clip	43	F
1234	8	clip	16	F
1250	12	clip	29	F
1278	12	clip	45	F
1300	12	clip	32	F
1320	16	clip	110	F
1344	12	clip	84	F
1368	12	clip	79	F
1394	12	clip	83	F
1414	8	clip	114	mono
1434	8	clip	17	F
1452	16	clip	104	F
1484	12	clip	67	F
1504	8	clip	126	mono
1522	8	clip	51	R
